#         t          x          y          z         vx         vy         vz
      4.099    108.185    -82.652      4.579   -157.879      0.623    -83.466
      4.100    108.027    -82.651      4.496   -158.062      0.777    -83.465
      4.101    107.869    -82.650      4.412   -158.245      0.932    -83.465
      4.102    107.711    -82.649      4.329   -158.428      1.087    -83.464
      4.103    107.552    -82.648      4.245   -158.611      1.242    -83.463
      4.104    107.393    -82.647      4.162   -158.794      1.398    -83.461
      4.105    107.234    -82.645      4.078   -158.977      1.554    -83.460
      4.106    107.075    -82.644      3.995   -159.161      1.711    -83.458
      4.107    106.916    -82.642      3.912   -159.345      1.868    -83.457
      4.108    106.757    -82.640      3.828   -159.529      2.025    -83.455
      4.109    106.597    -82.638      3.745   -159.713      2.182    -83.453
      4.110    106.437    -82.636      3.661   -159.897      2.340    -83.451
      4.111    106.277    -82.633      3.578   -160.081      2.498    -83.448
      4.112    106.117    -82.631      3.494   -160.266      2.657    -83.446
      4.113    105.957    -82.628      3.411   -160.450      2.816    -83.443
      4.114    105.796    -82.625      3.327   -160.635      2.975    -83.441
      4.115    105.635    -82.622      3.244   -160.820      3.135    -83.438
      4.116    105.475    -82.619      3.161   -161.005      3.295    -83.435
      4.117    105.313    -82.615      3.077   -161.190      3.455    -83.432
      4.118    105.152    -82.612      2.994   -161.376      3.616    -83.428
      4.119    104.991    -82.608      2.910   -161.561      3.777    -83.425
      4.120    104.829    -82.604      2.827   -161.747      3.938    -83.421
      4.121    104.667    -82.600      2.743   -161.933      4.100    -83.417
      4.122    104.505    -82.596      2.660   -162.119      4.262    -83.413
      4.123    104.343    -82.592      2.577   -162.305      4.425    -83.409
      4.124    104.181    -82.587      2.493   -162.491      4.588    -83.405
      4.125    104.018    -82.583      2.410   -162.677      4.751    -83.401
      4.126    103.855    -82.578      2.326   -162.864      4.915    -83.396
      4.127    103.692    -82.573      2.243   -163.051      5.079    -83.391
      4.128    103.529    -82.568      2.160   -163.237      5.243    -83.387
      4.129    103.366    -82.562      2.076   -163.424      5.408    -83.381
      4.130    103.202    -82.557      1.993   -163.612      5.573    -83.376
      4.131    103.039    -82.551      1.909   -163.799      5.739    -83.371
      4.132    102.875    -82.545      1.826   -163.986      5.904    -83.365
      4.133    102.711    -82.539      1.743   -164.174      6.071    -83.360
      4.134    102.546    -82.533      1.659   -164.362      6.237    -83.354
      4.135    102.382    -82.527      1.576   -164.549      6.404    -83.348
      4.136    102.217    -82.520      1.493   -164.738      6.572    -83.341
      4.137    102.052    -82.514      1.409   -164.926      6.740    -83.335
      4.138    101.887    -82.507      1.326   -165.114      6.908    -83.328
      4.139    101.722    -82.500      1.243   -165.303      7.076    -83.321
      4.140    101.557    -82.493      1.159   -165.491      7.245    -83.314
      4.141    101.391    -82.485      1.076   -165.680      7.415    -83.307
      4.142    101.225    -82.478      0.993   -165.869      7.584    -83.300
      4.143    101.059    -82.470      0.909   -166.058      7.755    -83.292
      4.144    100.893    -82.462      0.826   -166.247      7.925    -83.284
      4.145    100.727    -82.454      0.743   -166.437      8.096    -83.276
      4.146    100.560    -82.446      0.660   -166.626      8.267    -83.268
      4.147    100.394    -82.438      0.576   -166.816      8.439    -83.260
      4.148    100.227    -82.429      0.493   -167.006      8.611    -83.251
      4.149    100.060    -82.421      0.410   -167.196      8.784    -83.242
      4.150     99.892    -82.412      0.327   -167.386      8.957    -83.233
      4.151     99.725    -82.403      0.243   -167.576      9.130    -83.223
      4.152     99.557    -82.394      0.160   -167.766      9.304    -83.213
      4.153     99.389    -82.384      0.077   -167.957      9.478    -83.203
      4.154     99.221    -82.375     -0.006   -168.148      9.652    -83.193
      4.155     99.053    -82.365     -0.089   -168.339      9.827    -83.182
      4.156     98.885    -82.355     -0.173   -168.530     10.003    -83.172
      4.157     98.716    -82.345     -0.256   -168.721     10.178    -83.160
      4.158     98.547    -82.335     -0.339   -168.912     10.355    -83.149
      4.159     98.378    -82.324     -0.422   -169.104     10.531    -83.137
      4.160     98.209    -82.313     -0.505   -169.295     10.708    -83.125
      4.161     98.040    -82.303     -0.588   -169.487     10.886    -83.113
      4.162     97.870    -82.292     -0.671   -169.679     11.063    -83.100
      4.163     97.700    -82.281     -0.755   -169.871     11.242    -83.088
      4.164     97.530    -82.269     -0.838   -170.063     11.420    -83.074
      4.165     97.360    -82.258     -0.921   -170.256     11.599    -83.061
      4.166     97.190    -82.246     -1.004   -170.448     11.779    -83.048
      4.167     97.019    -82.234     -1.087   -170.641     11.959    -83.034
      4.168     96.848    -82.222     -1.170   -170.834     12.139    -83.020
      4.169     96.678    -82.210     -1.253   -171.027     12.320    -83.006
      4.170     96.506    -82.197     -1.336   -171.220     12.501    -82.991
      4.171     96.335    -82.185     -1.419   -171.413     12.683    -82.977
      4.172     96.164    -82.172     -1.502   -171.606     12.865    -82.962
      4.173     95.992    -82.159     -1.585   -171.800     13.048    -82.947
      4.174     95.820    -82.146     -1.668   -171.994     13.231    -82.931
      4.175     95.648    -82.133     -1.751   -172.188     13.414    -82.916
      4.176     95.476    -82.119     -1.834   -172.382     13.598    -82.900
      4.177     95.303    -82.105     -1.916   -172.576     13.782    -82.884
      4.178     95.130    -82.092     -1.999   -172.770     13.967    -82.868
      4.179     94.958    -82.078     -2.082   -172.964     14.152    -82.851
      4.180     94.785    -82.063     -2.165   -173.159     14.338    -82.835
      4.181     94.611    -82.049     -2.248   -173.354     14.524    -82.818
      4.182     94.438    -82.034     -2.331   -173.549     14.710    -82.801
      4.183     94.264    -82.019     -2.413   -173.744     14.897    -82.784
      4.184     94.090    -82.004     -2.496   -173.939     15.084    -82.766
      4.185     93.916    -81.989     -2.579   -174.134     15.272    -82.748
      4.186     93.742    -81.974     -2.662   -174.330     15.461    -82.730
      4.187     93.568    -81.958     -2.744   -174.525     15.649    -82.712
      4.188     93.393    -81.943     -2.827   -174.721     15.839    -82.694
      4.189     93.218    -81.927     -2.910   -174.917     16.028    -82.675
      4.190     93.043    -81.911     -2.992   -175.113     16.218    -82.656
      4.191     92.868    -81.894     -3.075   -175.309     16.409    -82.637
      4.192     92.693    -81.878     -3.158   -175.506     16.600    -82.618
      4.193     92.517    -81.861     -3.240   -175.702     16.792    -82.598
      4.194     92.341    -81.844     -3.323   -175.899     16.984    -82.579
      4.195     92.165    -81.827     -3.405   -176.096     17.176    -82.559
      4.196     91.989    -81.810     -3.488   -176.293     17.369    -82.538
      4.197     91.813    -81.792     -3.571   -176.490     17.562    -82.518
      4.198     91.636    -81.775     -3.653   -176.687     17.756    -82.497
      4.199     91.459    -81.757     -3.736   -176.885     17.951    -82.476
      4.200     91.282    -81.739     -3.818   -177.082     18.146    -82.455
      4.201     91.105    -81.721     -3.900   -177.280     18.341    -82.434
      4.202     90.928    -81.702     -3.983   -177.478     18.537    -82.412
      4.203     90.750    -81.683     -4.065   -177.676     18.733    -82.390
      4.204     90.572    -81.665     -4.148   -177.874     18.930    -82.368
      4.205     90.394    -81.646     -4.230   -178.072     19.127    -82.346
      4.206     90.216    -81.626     -4.312   -178.271     19.325    -82.323
      4.207     90.038    -81.607     -4.395   -178.469     19.523    -82.301
      4.208     89.859    -81.587     -4.477   -178.668     19.722    -82.278
      4.209     89.680    -81.568     -4.559   -178.867     19.921    -82.254
      4.210     89.501    -81.547     -4.641   -179.066     20.121    -82.231
      4.211     89.322    -81.527     -4.724   -179.265     20.321    -82.207
      4.212     89.143    -81.507     -4.806   -179.464     20.521    -82.183
      4.213     88.963    -81.486     -4.888   -179.664     20.723    -82.159
      4.214     88.784    -81.465     -4.970   -179.863     20.924    -82.134
      4.215     88.604    -81.444     -5.052   -180.063     21.127    -82.109
      4.216     88.424    -81.423     -5.134   -180.263     21.329    -82.084
      4.217     88.243    -81.402     -5.216   -180.463     21.532    -82.059
      4.218     88.063    -81.380     -5.299   -180.663     21.736    -82.033
      4.219     87.882    -81.358     -5.381   -180.863     21.940    -82.007
      4.220     87.701    -81.336     -5.463   -181.064     22.145    -81.981
      4.221     87.520    -81.314     -5.545   -181.264     22.351    -81.955
      4.222     87.338    -81.292     -5.626   -181.465     22.556    -81.928
      4.223     87.157    -81.269     -5.708   -181.666     22.763    -81.902
      4.224     86.975    -81.246     -5.790   -181.867     22.969    -81.874
      4.225     86.793    -81.223     -5.872   -182.068     23.177    -81.847
      4.226     86.611    -81.200     -5.954   -182.270     23.385    -81.819
      4.227     86.428    -81.176     -6.036   -182.471     23.593    -81.792
      4.228     86.246    -81.152     -6.118   -182.673     23.802    -81.763
      4.229     86.063    -81.129     -6.199   -182.875     24.012    -81.735
      4.230     85.880    -81.104     -6.281   -183.076     24.222    -81.706
      4.231     85.697    -81.080     -6.363   -183.278     24.432    -81.677
      4.232     85.514    -81.056     -6.444   -183.481     24.643    -81.648
      4.233     85.330    -81.031     -6.526   -183.683     24.855    -81.618
      4.234     85.146    -81.006     -6.608   -183.885     25.067    -81.588
      4.235     84.962    -80.981     -6.689   -184.088     25.280    -81.558
      4.236     84.778    -80.955     -6.771   -184.291     25.493    -81.528
      4.237     84.594    -80.930     -6.852   -184.494     25.707    -81.497
      4.238     84.409    -80.904     -6.934   -184.697     25.921    -81.466
      4.239     84.224    -80.878     -7.015   -184.900     26.136    -81.435
      4.240     84.039    -80.852     -7.097   -185.103     26.351    -81.404
      4.241     83.854    -80.825     -7.178   -185.307     26.568    -81.372
      4.242     83.669    -80.798     -7.259   -185.510     26.784    -81.340
      4.243     83.483    -80.772     -7.341   -185.714     27.001    -81.307
      4.244     83.297    -80.744     -7.422   -185.918     27.219    -81.275
      4.245     83.111    -80.717     -7.503   -186.122     27.437    -81.242
      4.246     82.925    -80.690     -7.584   -186.326     27.656    -81.208
      4.247     82.739    -80.662     -7.666   -186.530     27.875    -81.175
      4.248     82.552    -80.634     -7.747   -186.734     28.095    -81.141
      4.249     82.365    -80.606     -7.828   -186.939     28.316    -81.107
      4.250     82.178    -80.577     -7.909   -187.144     28.537    -81.072
      4.251     81.991    -80.549     -7.990   -187.348     28.759    -81.037
      4.252     81.803    -80.520     -8.071   -187.553     28.981    -81.002
      4.253     81.616    -80.491     -8.152   -187.758     29.204    -80.967
      4.254     81.428    -80.461     -8.233   -187.964     29.427    -80.931
      4.255     81.240    -80.432     -8.314   -188.169     29.651    -80.895
      4.256     81.052    -80.402     -8.395   -188.374     29.876    -80.859
      4.257     80.863    -80.372     -8.476   -188.580     30.101    -80.822
      4.258     80.674    -80.342     -8.556   -188.786     30.327    -80.785
      4.259     80.485    -80.311     -8.637   -188.992     30.553    -80.748
      4.260     80.296    -80.281     -8.718   -189.198     30.780    -80.710
      4.261     80.107    -80.250     -8.799   -189.404     31.008    -80.672
      4.262     79.918    -80.219     -8.879   -189.610     31.236    -80.634
      4.263     79.728    -80.187     -8.960   -189.816     31.465    -80.596
      4.264     79.538    -80.156     -9.040   -190.023     31.694    -80.557
      4.265     79.348    -80.124     -9.121   -190.230     31.924    -80.517
      4.266     79.157    -80.092     -9.201   -190.436     32.155    -80.478
      4.267     78.967    -80.060     -9.282   -190.643     32.386    -80.438
      4.268     78.776    -80.027     -9.362   -190.850     32.618    -80.398
      4.269     78.585    -79.994     -9.443   -191.058     32.851    -80.357
      4.270     78.394    -79.961     -9.523   -191.265     33.084    -80.316
      4.271     78.203    -79.928     -9.603   -191.472     33.317    -80.275
      4.272     78.011    -79.895     -9.684   -191.680     33.552    -80.234
      4.273     77.819    -79.861     -9.764   -191.887     33.787    -80.192
      4.274     77.627    -79.827     -9.844   -192.095     34.022    -80.149
      4.275     77.435    -79.793     -9.924   -192.303     34.259    -80.107
      4.276     77.243    -79.759    -10.004   -192.511     34.495    -80.064
      4.277     77.050    -79.724    -10.084   -192.719     34.733    -80.020
      4.278     76.857    -79.689    -10.164   -192.928     34.971    -79.977
      4.279     76.664    -79.654    -10.244   -193.136     35.210    -79.933
      4.280     76.471    -79.619    -10.324   -193.345     35.449    -79.888
      4.281     76.278    -79.583    -10.404   -193.553     35.689    -79.844
      4.282     76.084    -79.547    -10.484   -193.762     35.930    -79.799
      4.283     75.890    -79.511    -10.564   -193.971     36.172    -79.753
      4.284     75.696    -79.475    -10.643   -194.180     36.414    -79.707
      4.285     75.502    -79.439    -10.723   -194.389     36.656    -79.661
      4.286     75.307    -79.402    -10.803   -194.598     36.900    -79.615
      4.287     75.112    -79.365    -10.882   -194.807     37.144    -79.568
      4.288     74.918    -79.327    -10.962   -195.017     37.389    -79.520
      4.289     74.722    -79.290    -11.041   -195.226     37.634    -79.473
      4.290     74.527    -79.252    -11.121   -195.436     37.880    -79.425
      4.291     74.332    -79.214    -11.200   -195.646     38.127    -79.376
      4.292     74.136    -79.176    -11.279   -195.856     38.374    -79.327
      4.293     73.940    -79.137    -11.359   -196.066     38.622    -79.278
      4.294     73.744    -79.099    -11.438   -196.276     38.871    -79.229
      4.295     73.547    -79.060    -11.517   -196.486     39.120    -79.179
      4.296     73.351    -79.020    -11.596   -196.697     39.371    -79.128
      4.297     73.154    -78.981    -11.676   -196.907     39.621    -79.078
      4.298     72.957    -78.941    -11.755   -197.118     39.873    -79.026
      4.299     72.760    -78.901    -11.834   -197.328     40.125    -78.975
      4.300     72.562    -78.861    -11.913   -197.539     40.378    -78.923
      4.301     72.365    -78.820    -11.991   -197.750     40.632    -78.871
      4.302     72.167    -78.780    -12.070   -197.961     40.886    -78.818
      4.303     71.969    -78.739    -12.149   -198.172     41.141    -78.765
      4.304     71.770    -78.697    -12.228   -198.383     41.397    -78.711
      4.305     71.572    -78.656    -12.306   -198.594     41.653    -78.657
      4.306     71.373    -78.614    -12.385   -198.806     41.910    -78.603
      4.307     71.174    -78.572    -12.464   -199.017     42.168    -78.548
      4.308     70.975    -78.530    -12.542   -199.229     42.427    -78.493
      4.309     70.776    -78.487    -12.621   -199.440     42.686    -78.437
      4.310     70.576    -78.444    -12.699   -199.652     42.946    -78.381
      4.311     70.377    -78.401    -12.777   -199.864     43.207    -78.325
      4.312     70.177    -78.358    -12.856   -200.076     43.469    -78.268
      4.313     69.976    -78.314    -12.934   -200.288     43.731    -78.210
      4.314     69.776    -78.271    -13.012   -200.500     43.994    -78.152
      4.315     69.575    -78.226    -13.090   -200.712     44.258    -78.094
      4.316     69.375    -78.182    -13.168   -200.925     44.522    -78.036
      4.317     69.174    -78.137    -13.246   -201.137     44.787    -77.976
      4.318     68.972    -78.092    -13.324   -201.349     45.053    -77.917
      4.319     68.771    -78.047    -13.402   -201.562     45.320    -77.857
      4.320     68.569    -78.002    -13.480   -201.775     45.587    -77.797
      4.321     68.367    -77.956    -13.558   -201.987     45.856    -77.736
      4.322     68.165    -77.910    -13.635   -202.200     46.125    -77.674
      4.323     67.963    -77.864    -13.713   -202.413     46.394    -77.612
      4.324     67.760    -77.817    -13.791   -202.626     46.665    -77.550
      4.325     67.558    -77.770    -13.868   -202.839     46.936    -77.488
      4.326     67.355    -77.723    -13.946   -203.052     47.208    -77.424
      4.327     67.152    -77.676    -14.023   -203.265     47.481    -77.361
      4.328     66.948    -77.628    -14.100   -203.479     47.755    -77.297
      4.329     66.745    -77.581    -14.178   -203.692     48.029    -77.232
      4.330     66.541    -77.532    -14.255   -203.905     48.305    -77.167
      4.331     66.337    -77.484    -14.332   -204.119     48.581    -77.101
      4.332     66.133    -77.435    -14.409   -204.332     48.857    -77.035
      4.333     65.928    -77.386    -14.486   -204.546     49.135    -76.969
      4.334     65.723    -77.337    -14.563   -204.760     49.413    -76.902
      4.335     65.519    -77.287    -14.640   -204.973     49.693    -76.834
      4.336     65.314    -77.238    -14.717   -205.187     49.973    -76.766
      4.337     65.108    -77.187    -14.793   -205.401     50.253    -76.698
      4.338     64.903    -77.137    -14.870   -205.615     50.535    -76.629
      4.339     64.697    -77.086    -14.947   -205.829     50.818    -76.559
      4.340     64.491    -77.035    -15.023   -206.043     51.101    -76.489
      4.341     64.285    -76.984    -15.100   -206.257     51.385    -76.419
      4.342     64.079    -76.933    -15.176   -206.471     51.670    -76.348
      4.343     63.872    -76.881    -15.252   -206.685     51.956    -76.276
      4.344     63.665    -76.829    -15.329   -206.900     52.242    -76.204
      4.345     63.458    -76.776    -15.405   -207.114     52.530    -76.132
      4.346     63.251    -76.724    -15.481   -207.328     52.818    -76.059
      4.347     63.044    -76.671    -15.557   -207.543     53.107    -75.985
      4.348     62.836    -76.617    -15.633   -207.757     53.397    -75.911
      4.349     62.628    -76.564    -15.709   -207.971     53.688    -75.836
      4.350     62.420    -76.510    -15.784   -208.186     53.979    -75.761
      4.351     62.212    -76.456    -15.860   -208.400     54.272    -75.685
      4.352     62.003    -76.402    -15.936   -208.615     54.565    -75.609
      4.353     61.794    -76.347    -16.011   -208.830     54.859    -75.532
      4.354     61.585    -76.292    -16.087   -209.044     55.154    -75.455
      4.355     61.376    -76.237    -16.162   -209.259     55.450    -75.377
      4.356     61.167    -76.181    -16.238   -209.473     55.747    -75.299
      4.357     60.957    -76.125    -16.313   -209.688     56.045    -75.220
      4.358     60.748    -76.069    -16.388   -209.903     56.344    -75.140
      4.359     60.538    -76.012    -16.463   -210.118     56.643    -75.060
      4.360     60.327    -75.956    -16.538   -210.332     56.943    -74.979
      4.361     60.117    -75.898    -16.613   -210.547     57.245    -74.898
      4.362     59.906    -75.841    -16.688   -210.762     57.547    -74.816
      4.363     59.695    -75.783    -16.763   -210.977     57.850    -74.733
      4.364     59.484    -75.725    -16.837   -211.192     58.154    -74.650
      4.365     59.273    -75.667    -16.912   -211.406     58.459    -74.567
      4.366     59.061    -75.608    -16.987   -211.621     58.764    -74.482
      4.367     58.850    -75.550    -17.061   -211.836     59.071    -74.398
      4.368     58.638    -75.490    -17.135   -212.051     59.379    -74.312
      4.369     58.426    -75.431    -17.210   -212.266     59.687    -74.226
      4.370     58.213    -75.371    -17.284   -212.480     59.997    -74.140
      4.371     58.001    -75.311    -17.358   -212.695     60.307    -74.052
      4.372     57.788    -75.250    -17.432   -212.910     60.618    -73.964
      4.373     57.575    -75.190    -17.506   -213.125     60.930    -73.876
      4.374     57.362    -75.128    -17.580   -213.340     61.244    -73.787
      4.375     57.148    -75.067    -17.653   -213.554     61.558    -73.697
      4.376     56.935    -75.005    -17.727   -213.769     61.873    -73.607
      4.377     56.721    -74.943    -17.801   -213.984     62.189    -73.516
      4.378     56.507    -74.881    -17.874   -214.198     62.506    -73.424
      4.379     56.292    -74.818    -17.948   -214.413     62.824    -73.332
      4.380     56.078    -74.755    -18.021   -214.628     63.143    -73.239
      4.381     55.863    -74.692    -18.094   -214.842     63.462    -73.146
      4.382     55.648    -74.628    -18.167   -215.057     63.783    -73.051
      4.383     55.433    -74.564    -18.240   -215.271     64.105    -72.957
      4.384     55.217    -74.500    -18.313   -215.486     64.428    -72.861
      4.385     55.002    -74.436    -18.386   -215.700     64.751    -72.765
      4.386     54.786    -74.371    -18.459   -215.915     65.076    -72.668
      4.387     54.570    -74.305    -18.531   -216.129     65.402    -72.571
      4.388     54.354    -74.240    -18.604   -216.343     65.729    -72.472
      4.389     54.137    -74.174    -18.676   -216.557     66.056    -72.374
      4.390     53.921    -74.108    -18.748   -216.772     66.385    -72.274
      4.391     53.704    -74.041    -18.821   -216.986     66.715    -72.174
      4.392     53.487    -73.974    -18.893   -217.200     67.045    -72.073
      4.393     53.269    -73.907    -18.965   -217.414     67.377    -71.971
      4.394     53.052    -73.840    -19.037   -217.628     67.710    -71.869
      4.395     52.834    -73.772    -19.109   -217.841     68.044    -71.766
      4.396     52.616    -73.703    -19.180   -218.055     68.379    -71.662
      4.397     52.398    -73.635    -19.252   -218.269     68.714    -71.558
      4.398     52.180    -73.566    -19.323   -218.482     69.051    -71.452
      4.399     51.961    -73.497    -19.395   -218.696     69.389    -71.347
      4.400     51.742    -73.427    -19.466   -218.909     69.728    -71.240
      4.401     51.523    -73.357    -19.537   -219.122     70.068    -71.133
      4.402     51.304    -73.287    -19.608   -219.336     70.409    -71.024
      4.403     51.085    -73.217    -19.679   -219.549     70.751    -70.916
      4.404     50.865    -73.146    -19.750   -219.762     71.094    -70.806
      4.405     50.645    -73.074    -19.821   -219.974     71.438    -70.696
      4.406     50.425    -73.003    -19.892   -220.187     71.784    -70.584
      4.407     50.205    -72.931    -19.962   -220.400     72.130    -70.473
      4.408     49.984    -72.858    -20.032   -220.612     72.477    -70.360
      4.409     49.764    -72.786    -20.103   -220.825     72.826    -70.247
      4.410     49.543    -72.713    -20.173   -221.037     73.175    -70.132
      4.411     49.321    -72.639    -20.243   -221.249     73.526    -70.017
      4.412     49.100    -72.566    -20.313   -221.461     73.878    -69.902
      4.413     48.879    -72.492    -20.383   -221.673     74.231    -69.785
      4.414     48.657    -72.417    -20.453   -221.884     74.585    -69.668
      4.415     48.435    -72.343    -20.522   -222.096     74.940    -69.550
      4.416     48.213    -72.267    -20.592   -222.307     75.296    -69.431
      4.417     47.990    -72.192    -20.661   -222.519     75.653    -69.311
      4.418     47.767    -72.116    -20.730   -222.730     76.011    -69.190
      4.419     47.545    -72.040    -20.799   -222.940     76.371    -69.069
      4.420     47.322    -71.963    -20.868   -223.151     76.731    -68.947
      4.421     47.098    -71.886    -20.937   -223.362     77.093    -68.824
      4.422     46.875    -71.809    -21.006   -223.572     77.456    -68.700
      4.423     46.651    -71.732    -21.075   -223.782     77.820    -68.575
      4.424     46.427    -71.654    -21.143   -223.992     78.185    -68.449
      4.425     46.203    -71.575    -21.212   -224.202     78.551    -68.323
      4.426     45.979    -71.496    -21.280   -224.411     78.919    -68.196
      4.427     45.754    -71.417    -21.348   -224.621     79.288    -68.067
      4.428     45.530    -71.338    -21.416   -224.830     79.657    -67.938
      4.429     45.305    -71.258    -21.484   -225.039     80.028    -67.808
      4.430     45.080    -71.178    -21.552   -225.247     80.400    -67.678
      4.431     44.854    -71.097    -21.619   -225.456     80.774    -67.546
      4.432     44.629    -71.016    -21.687   -225.664     81.148    -67.413
      4.433     44.403    -70.935    -21.754   -225.872     81.524    -67.280
      4.434     44.177    -70.853    -21.821   -226.080     81.900    -67.146
      4.435     43.951    -70.771    -21.888   -226.287     82.278    -67.010
      4.436     43.724    -70.689    -21.955   -226.494     82.658    -66.874
      4.437     43.498    -70.606    -22.022   -226.701     83.038    -66.737
      4.438     43.271    -70.523    -22.089   -226.908     83.419    -66.599
      4.439     43.044    -70.439    -22.155   -227.114     83.802    -66.460
      4.440     42.817    -70.355    -22.222   -227.321     84.186    -66.320
      4.441     42.589    -70.271    -22.288   -227.526     84.571    -66.179
      4.442     42.362    -70.186    -22.354   -227.732     84.958    -66.037
      4.443     42.134    -70.101    -22.420   -227.937     85.346    -65.894
      4.444     41.906    -70.015    -22.486   -228.142     85.734    -65.751
      4.445     41.678    -69.929    -22.552   -228.347     86.125    -65.606
      4.446     41.449    -69.843    -22.617   -228.551     86.516    -65.460
      4.447     41.220    -69.756    -22.682   -228.755     86.908    -65.313
      4.448     40.992    -69.669    -22.748   -228.959     87.302    -65.166
      4.449     40.763    -69.582    -22.813   -229.162     87.697    -65.017
      4.450     40.533    -69.494    -22.878   -229.365     88.094    -64.867
      4.451     40.304    -69.405    -22.942   -229.568     88.491    -64.717
      4.452     40.074    -69.317    -23.007   -229.770     88.890    -64.565
      4.453     39.844    -69.228    -23.072   -229.972     89.290    -64.412
      4.454     39.614    -69.138    -23.136   -230.174     89.692    -64.259
      4.455     39.384    -69.048    -23.200   -230.375     90.094    -64.104
      4.456     39.153    -68.958    -23.264   -230.576     90.498    -63.948
      4.457     38.923    -68.867    -23.328   -230.776     90.904    -63.791
      4.458     38.692    -68.776    -23.392   -230.976     91.310    -63.633
      4.459     38.461    -68.685    -23.455   -231.176     91.718    -63.474
      4.460     38.230    -68.593    -23.519   -231.375     92.127    -63.314
      4.461     37.998    -68.500    -23.582   -231.574     92.537    -63.153
      4.462     37.766    -68.408    -23.645   -231.772     92.949    -62.991
      4.463     37.535    -68.314    -23.708   -231.970     93.362    -62.827
      4.464     37.302    -68.221    -23.771   -232.168     93.777    -62.663
      4.465     37.070    -68.127    -23.833   -232.365     94.192    -62.497
      4.466     36.838    -68.033    -23.896   -232.562     94.609    -62.331
      4.467     36.605    -67.938    -23.958   -232.758     95.028    -62.163
      4.468     36.372    -67.842    -24.020   -232.953     95.447    -61.994
      4.469     36.139    -67.747    -24.082   -233.149     95.868    -61.824
      4.470     35.906    -67.651    -24.144   -233.343     96.291    -61.653
      4.471     35.672    -67.554    -24.205   -233.537     96.714    -61.481
      4.472     35.439    -67.457    -24.267   -233.731     97.139    -61.307
      4.473     35.205    -67.360    -24.328   -233.924     97.566    -61.133
      4.474     34.971    -67.262    -24.389   -234.117     97.993    -60.957
      4.475     34.737    -67.164    -24.450   -234.309     98.423    -60.780
      4.476     34.502    -67.065    -24.510   -234.500     98.853    -60.602
      4.477     34.268    -66.966    -24.571   -234.691     99.285    -60.423
      4.478     34.033    -66.867    -24.631   -234.882     99.718    -60.242
      4.479     33.798    -66.767    -24.691   -235.072    100.153    -60.060
      4.480     33.563    -66.666    -24.751   -235.261    100.589    -59.877
      4.481     33.328    -66.566    -24.811   -235.450    101.026    -59.693
      4.482     33.092    -66.464    -24.871   -235.638    101.465    -59.508
      4.483     32.856    -66.363    -24.930   -235.825    101.905    -59.321
      4.484     32.620    -66.261    -24.989   -236.012    102.346    -59.133
      4.485     32.384    -66.158    -25.048   -236.198    102.789    -58.944
      4.486     32.148    -66.055    -25.107   -236.384    103.234    -58.754
      4.487     31.911    -65.952    -25.166   -236.569    103.679    -58.562
      4.488     31.675    -65.848    -25.224   -236.753    104.127    -58.369
      4.489     31.438    -65.743    -25.283   -236.937    104.575    -58.175
      4.490     31.201    -65.638    -25.341   -237.120    105.025    -57.979
      4.491     30.964    -65.533    -25.399   -237.302    105.476    -57.782
      4.492     30.726    -65.428    -25.456   -237.484    105.929    -57.584
      4.493     30.489    -65.321    -25.514   -237.664    106.384    -57.385
      4.494     30.251    -65.215    -25.571   -237.844    106.839    -57.184
      4.495     30.013    -65.108    -25.628   -238.024    107.296    -56.982
      4.496     29.775    -65.000    -25.685   -238.202    107.755    -56.778
      4.497     29.537    -64.892    -25.742   -238.380    108.215    -56.574
      4.498     29.298    -64.784    -25.798   -238.557    108.677    -56.367
      4.499     29.060    -64.675    -25.854   -238.734    109.140    -56.160
      4.500     28.821    -64.565    -25.911   -238.909    109.604    -55.951
      4.501     28.582    -64.456    -25.966   -239.084    110.070    -55.741
      4.502     28.343    -64.345    -26.022   -239.258    110.537    -55.529
      4.503     28.103    -64.235    -26.077   -239.431    111.006    -55.316
      4.504     27.864    -64.123    -26.133   -239.603    111.476    -55.101
      4.505     27.624    -64.012    -26.188   -239.774    111.948    -54.885
      4.506     27.384    -63.899    -26.242   -239.945    112.421    -54.668
      4.507     27.144    -63.787    -26.297   -240.114    112.896    -54.449
      4.508     26.904    -63.674    -26.351   -240.283    113.372    -54.229
      4.509     26.664    -63.560    -26.405   -240.451    113.850    -54.007
      4.510     26.423    -63.446    -26.459   -240.618    114.329    -53.784
      4.511     26.182    -63.331    -26.513   -240.784    114.809    -53.559
      4.512     25.941    -63.216    -26.566   -240.949    115.291    -53.333
      4.513     25.700    -63.101    -26.620   -241.113    115.775    -53.105
      4.514     25.459    -62.985    -26.673   -241.276    116.260    -52.876
      4.515     25.218    -62.868    -26.725   -241.438    116.747    -52.645
      4.516     24.976    -62.751    -26.778   -241.599    117.235    -52.413
      4.517     24.735    -62.634    -26.830   -241.759    117.724    -52.179
      4.518     24.493    -62.516    -26.882   -241.918    118.215    -51.944
      4.519     24.251    -62.397    -26.934   -242.076    118.708    -51.707
      4.520     24.009    -62.278    -26.986   -242.233    119.202    -51.469
      4.521     23.766    -62.159    -27.037   -242.389    119.698    -51.229
      4.522     23.524    -62.039    -27.088   -242.543    120.195    -50.987
      4.523     23.281    -61.919    -27.139   -242.697    120.694    -50.744
