#         t          x          y          z         vx         vy         vz
      0.427   -101.673    -38.995    -78.863     22.511    204.567    139.930
      0.428   -101.650    -38.790    -78.723     22.704    204.623    140.070
      0.429   -101.628    -38.585    -78.583     22.897    204.679    140.209
      0.430   -101.605    -38.381    -78.443     23.091    204.735    140.349
      0.431   -101.581    -38.176    -78.302     23.286    204.791    140.489
      0.432   -101.558    -37.971    -78.162     23.481    204.846    140.630
      0.433   -101.534    -37.766    -78.021     23.676    204.901    140.770
      0.434   -101.511    -37.561    -77.880     23.872    204.956    140.910
      0.435   -101.487    -37.356    -77.739     24.069    205.011    141.051
      0.436   -101.462    -37.151    -77.598     24.266    205.066    141.192
      0.437   -101.438    -36.946    -77.457     24.463    205.120    141.333
      0.438   -101.414    -36.741    -77.315     24.661    205.174    141.474
      0.439   -101.389    -36.536    -77.174     24.860    205.228    141.615
      0.440   -101.364    -36.331    -77.032     25.059    205.282    141.756
      0.441   -101.339    -36.125    -76.890     25.258    205.336    141.898
      0.442   -101.313    -35.920    -76.748     25.458    205.389    142.039
      0.443   -101.288    -35.714    -76.606     25.659    205.442    142.181
      0.444   -101.262    -35.509    -76.464     25.860    205.495    142.323
      0.445   -101.236    -35.303    -76.322     26.062    205.547    142.465
      0.446   -101.210    -35.098    -76.179     26.264    205.600    142.607
      0.447   -101.183    -34.892    -76.036     26.467    205.652    142.750
      0.448   -101.157    -34.687    -75.893     26.670    205.704    142.892
      0.449   -101.130    -34.481    -75.751     26.874    205.755    143.035
      0.450   -101.103    -34.275    -75.607     27.078    205.807    143.177
      0.451   -101.076    -34.069    -75.464     27.283    205.858    143.320
      0.452   -101.049    -33.863    -75.321     27.488    205.909    143.463
      0.453   -101.021    -33.657    -75.177     27.694    205.960    143.607
      0.454   -100.993    -33.451    -75.034     27.900    206.010    143.750
      0.455   -100.965    -33.245    -74.890     28.107    206.060    143.893
      0.456   -100.937    -33.039    -74.746     28.315    206.110    144.037
      0.457   -100.909    -32.833    -74.602     28.523    206.160    144.181
      0.458   -100.880    -32.627    -74.457     28.731    206.209    144.324
      0.459   -100.851    -32.421    -74.313     28.940    206.258    144.468
      0.460   -100.822    -32.214    -74.168     29.150    206.307    144.612
      0.461   -100.793    -32.008    -74.024     29.360    206.356    144.757
      0.462   -100.763    -31.802    -73.879     29.571    206.404    144.901
      0.463   -100.734    -31.595    -73.734     29.782    206.453    145.046
      0.464   -100.704    -31.389    -73.589     29.994    206.501    145.190
      0.465   -100.674    -31.182    -73.444     30.207    206.548    145.335
      0.466   -100.643    -30.976    -73.298     30.420    206.595    145.480
      0.467   -100.613    -30.769    -73.153     30.633    206.643    145.625
      0.468   -100.582    -30.562    -73.007     30.847    206.689    145.770
      0.469   -100.551    -30.356    -72.861     31.062    206.736    145.915
      0.470   -100.520    -30.149    -72.715     31.277    206.782    146.061
      0.471   -100.489    -29.942    -72.569     31.493    206.828    146.206
      0.472   -100.457    -29.735    -72.423     31.709    206.874    146.352
      0.473   -100.425    -29.528    -72.276     31.926    206.919    146.498
      0.474   -100.393    -29.321    -72.130     32.143    206.964    146.644
      0.475   -100.361    -29.115    -71.983     32.361    207.009    146.790
      0.476   -100.328    -28.907    -71.836     32.580    207.054    146.936
      0.477   -100.296    -28.700    -71.689     32.799    207.098    147.082
      0.478   -100.263    -28.493    -71.542     33.019    207.142    147.229
      0.479   -100.230    -28.286    -71.395     33.239    207.185    147.375
      0.480   -100.196    -28.079    -71.247     33.460    207.229    147.522
      0.481   -100.163    -27.872    -71.100     33.681    207.272    147.669
      0.482   -100.129    -27.664    -70.952     33.903    207.315    147.816
      0.483   -100.095    -27.457    -70.804     34.126    207.357    147.963
      0.484   -100.061    -27.250    -70.656     34.349    207.399    148.110
      0.485   -100.026    -27.042    -70.508     34.573    207.441    148.258
      0.486    -99.992    -26.835    -70.359     34.797    207.483    148.405
      0.487    -99.957    -26.627    -70.211     35.022    207.524    148.553
      0.488    -99.922    -26.420    -70.062     35.247    207.565    148.700
      0.489    -99.886    -26.212    -69.914     35.473    207.605    148.848
      0.490    -99.851    -26.005    -69.765     35.700    207.645    148.996
      0.491    -99.815    -25.797    -69.616     35.927    207.685    149.144
      0.492    -99.779    -25.589    -69.466     36.155    207.725    149.292
      0.493    -99.742    -25.381    -69.317     36.384    207.764    149.440
      0.494    -99.706    -25.174    -69.167     36.613    207.803    149.589
      0.495    -99.669    -24.966    -69.018     36.842    207.842    149.737
      0.496    -99.632    -24.758    -68.868     37.072    207.880    149.886
      0.497    -99.595    -24.550    -68.718     37.303    207.918    150.035
      0.498    -99.558    -24.342    -68.568     37.535    207.955    150.183
      0.499    -99.520    -24.134    -68.418     37.767    207.993    150.332
      0.500    -99.482    -23.926    -68.267     37.999    208.030    150.481
      0.501    -99.444    -23.718    -68.117     38.232    208.066    150.630
      0.502    -99.406    -23.510    -67.966     38.466    208.102    150.780
      0.503    -99.367    -23.302    -67.815     38.701    208.138    150.929
      0.504    -99.328    -23.094    -67.664     38.936    208.174    151.079
      0.505    -99.289    -22.886    -67.513     39.171    208.209    151.228
      0.506    -99.250    -22.677    -67.362     39.407    208.244    151.378
      0.507    -99.210    -22.469    -67.210     39.644    208.278    151.528
      0.508    -99.171    -22.261    -67.059     39.882    208.312    151.678
      0.509    -99.131    -22.052    -66.907     40.120    208.346    151.828
      0.510    -99.090    -21.844    -66.755     40.359    208.379    151.978
      0.511    -99.050    -21.636    -66.603     40.598    208.412    152.128
      0.512    -99.009    -21.427    -66.451     40.838    208.444    152.278
      0.513    -98.968    -21.219    -66.298     41.078    208.477    152.429
      0.514    -98.927    -21.010    -66.146     41.320    208.508    152.579
      0.515    -98.886    -20.802    -65.993     41.561    208.540    152.730
      0.516    -98.844    -20.593    -65.840     41.804    208.571    152.881
      0.517    -98.802    -20.385    -65.687     42.047    208.601    153.031
      0.518    -98.760    -20.176    -65.534     42.290    208.632    153.182
      0.519    -98.717    -19.967    -65.381     42.535    208.662    153.333
      0.520    -98.675    -19.759    -65.228     42.780    208.691    153.484
      0.521    -98.632    -19.550    -65.074     43.025    208.720    153.636
      0.522    -98.589    -19.341    -64.920     43.271    208.749    153.787
      0.523    -98.545    -19.132    -64.767     43.518    208.777    153.938
      0.524    -98.502    -18.924    -64.613     43.766    208.805    154.090
      0.525    -98.458    -18.715    -64.458     44.014    208.832    154.241
      0.526    -98.414    -18.506    -64.304     44.262    208.859    154.393
      0.527    -98.369    -18.297    -64.150     44.512    208.886    154.545
      0.528    -98.325    -18.088    -63.995     44.762    208.912    154.696
      0.529    -98.280    -17.879    -63.840     45.012    208.938    154.848
      0.530    -98.235    -17.670    -63.685     45.264    208.963    155.000
      0.531    -98.189    -17.461    -63.530     45.516    208.988    155.152
      0.532    -98.144    -17.252    -63.375     45.768    209.012    155.305
      0.533    -98.098    -17.043    -63.220     46.021    209.036    155.457
      0.534    -98.052    -16.834    -63.064     46.275    209.060    155.609
      0.535    -98.005    -16.625    -62.908     46.530    209.083    155.761
      0.536    -97.958    -16.416    -62.753     46.785    209.106    155.914
      0.537    -97.912    -16.207    -62.597     47.041    209.128    156.066
      0.538    -97.864    -15.998    -62.440     47.297    209.150    156.219
      0.539    -97.817    -15.789    -62.284     47.554    209.171    156.372
      0.540    -97.769    -15.580    -62.128     47.812    209.192    156.524
      0.541    -97.721    -15.370    -61.971     48.071    209.212    156.677
      0.542    -97.673    -15.161    -61.814     48.330    209.232    156.830
      0.543    -97.625    -14.952    -61.657     48.589    209.252    156.983
      0.544    -97.576    -14.743    -61.500     48.850    209.271    157.136
      0.545    -97.527    -14.533    -61.343     49.111    209.289    157.289
      0.546    -97.478    -14.324    -61.186     49.373    209.308    157.442
      0.547    -97.428    -14.115    -61.028     49.635    209.325    157.596
      0.548    -97.378    -13.905    -60.871     49.898    209.342    157.749
      0.549    -97.328    -13.696    -60.713     50.162    209.359    157.902
      0.550    -97.278    -13.487    -60.555     50.426    209.375    158.055
      0.551    -97.228    -13.277    -60.397     50.691    209.391    158.209
      0.552    -97.177    -13.068    -60.238     50.957    209.406    158.362
      0.553    -97.126    -12.858    -60.080     51.223    209.421    158.516
      0.554    -97.074    -12.649    -59.921     51.490    209.435    158.670
      0.555    -97.023    -12.440    -59.763     51.758    209.448    158.823
      0.556    -96.971    -12.230    -59.604     52.027    209.462    158.977
      0.557    -96.919    -12.021    -59.445     52.296    209.474    159.131
      0.558    -96.866    -11.811    -59.285     52.565    209.486    159.285
      0.559    -96.814    -11.602    -59.126     52.836    209.498    159.438
      0.560    -96.761    -11.392    -58.967     53.107    209.509    159.592
      0.561    -96.707    -11.183    -58.807     53.379    209.520    159.746
      0.562    -96.654    -10.973    -58.647     53.651    209.530    159.900
      0.563    -96.600    -10.764    -58.487     53.925    209.539    160.054
      0.564    -96.546    -10.554    -58.327     54.198    209.548    160.208
      0.565    -96.492    -10.345    -58.167     54.473    209.557    160.362
      0.566    -96.437    -10.135    -58.006     54.748    209.565    160.517
      0.567    -96.382     -9.925    -57.846     55.024    209.572    160.671
      0.568    -96.327     -9.716    -57.685     55.301    209.579    160.825
      0.569    -96.271     -9.506    -57.524     55.578    209.585    160.979
      0.570    -96.216     -9.297    -57.363     55.856    209.591    161.133
      0.571    -96.160     -9.087    -57.202     56.135    209.596    161.288
      0.572    -96.104     -8.877    -57.040     56.414    209.600    161.442
      0.573    -96.047     -8.668    -56.879     56.694    209.605    161.596
      0.574    -95.990     -8.458    -56.717     56.975    209.608    161.751
      0.575    -95.933     -8.249    -56.555     57.256    209.611    161.905
      0.576    -95.876     -8.039    -56.393     57.538    209.613    162.059
